ID Key,Patient Code,PAT id(SSAM),Name,Subtype,Country,Sampling Year,Sampling Year Upper,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
JN024565,PIC38051,49614,USPI38051EI7y05121pcWG2B14,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024566,PIC38051,49614,USPI38051EI7y05121pcWG2B5,B,UNITED STATES,2005,2005,582,9636,9065,HIV-1
JN024567,PIC38051,49614,USPI38051EI7y05121pcWG2B6,B,UNITED STATES,2005,2005,582,9636,9068,HIV-1
JN024568,PIC38051,49614,USPI38051EI7y05121pcWG2B7,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024569,PIC38051,49614,USPI38051EI7y05121pcWG2B8,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024570,PIC38051,49614,USPI38051EI7y05121pcWG2B9,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024571,PIC38417,49597,USPI38417EI25y05051pcWG2B12,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024572,PIC83747,49641,USPI83747EI69y05021pcWG2B8,B,UNITED STATES,2005,2005,582,9636,9091,HIV-1
JN024573,PIC11286,49604,USPI11286EI26y05091pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9080,HIV-1
JN248338,,,05TH127331,01_AE,THAILAND,2005,2005,789,9499,8711,HIV-1
JN248339,,,05TH130087,01_AE,THAILAND,2005,2005,789,9499,8723,HIV-1
JN248340,,,05TH245651,01B,THAILAND,2005,2005,789,9499,8727,HIV-1
JN248341,,,05TH327568,01_AE,THAILAND,2005,2005,789,9499,8705,HIV-1
JN248342,,,05TH342968,01_AE,THAILAND,2005,2005,789,9499,8708,HIV-1
JN248343,,,05TH355614,B,THAILAND,2005,2005,789,9496,8690,HIV-1
JN248344,,,05TH356764,B,THAILAND,2005,2005,789,9496,8774,HIV-1
JN248345,,,05TH356883,B,THAILAND,2005,2005,789,9496,8774,HIV-1
JN248346,,,05TH357801,B,THAILAND,2005,2005,789,9496,8734,HIV-1
JN248347,,,05TH429730,B,THAILAND,2005,2005,789,9496,8669,HIV-1
JN248348,,,05TH440248,B,THAILAND,2005,2005,789,9621,8809,HIV-1
JN248349,,,05TH443479,01B,THAILAND,2005,2005,789,9499,8692,HIV-1
JN248350,,,05TH518944,01B,THAILAND,2005,2005,789,9496,8702,HIV-1
JN248351,,,05TH522586,15_01B,THAILAND,2005,2005,789,9499,8665,HIV-1
JN248352,,,05TH637314,01B,THAILAND,2005,2005,789,9496,8711,HIV-1
JN248353,,,05TH645189,B,THAILAND,2005,2005,789,9496,8719,HIV-1
JN248354,,,05TH736580,B,THAILAND,2005,2005,789,9496,8768,HIV-1
JN248355,,,05TH741452,01_AE,THAILAND,2005,2005,789,9566,8838,HIV-1
JN248356,,,05TH841749,01_AE,THAILAND,2005,2005,789,9499,8771,HIV-1
JN248357,,,05TH852327,01B,THAILAND,2005,2005,789,9499,8760,HIV-1
JN631793,,,05TH140456,01B,THAILAND,2005,2005,585,9438,8833,HIV-1
JN692460,1077,47564,05BR1077,B,BRAZIL,2005,2005,671,9538,8923,HIV-1
JN692461,,,05BR1078,B,BRAZIL,2005,2005,662,9541,8943,HIV-1
JN692462,,,05BR1079,B,BRAZIL,2005,2005,563,9529,8992,HIV-1
JN692463,,,05BR1080,B,BRAZIL,2005,2005,671,9496,8817,HIV-1
JN692464,1081,49539,05BR1081,B,BRAZIL,2005,2005,521,9538,8988,HIV-1
JN692465,,,05BR1082,B,BRAZIL,2005,2005,518,9538,9071,HIV-1
JN692466,1084,49540,05BR1084,B,BRAZIL,2005,2005,596,9534,8920,HIV-1
JN692467,,,05BR1089,B,BRAZIL,2005,2005,671,9625,8958,HIV-1
JN692468,,,05BR1092,B,BRAZIL,2005,2005,546,9532,9017,HIV-1
JN692469,1093,49538,05BR1093,B,BRAZIL,2005,2005,545,9538,8987,HIV-1
JN692471,,,05BR1095,B,BRAZIL,2005,2005,545,9524,8985,HIV-1
JN692472,,,05BR1097,B,BRAZIL,2005,2005,545,9538,9043,HIV-1
JN692473,,,05BR1101,B,BRAZIL,2005,2005,492,9538,9090,HIV-1
JN692474,,,05BR1104,B,BRAZIL,2005,2005,545,9534,8985,HIV-1
JN692475,1107,47565,05BR1107,B,BRAZIL,2005,2005,521,9537,9053,HIV-1
JN692476,,,05BR1110,B,BRAZIL,2005,2005,547,9536,8984,HIV-1
JQ292895,1125,36941,RU_560_1125_JA,A1,RUSSIAN FEDERATION,2005,2005,732,9473,8779,HIV-1
JQ316134,YJN,3214,05YJN2,B,SOUTH KOREA,2005,2005,45,9440,9417,HIV-1
JQ403049,,,HIV_DE_BID-V4135_2005,B,GERMANY,2005,2005,790,9532,8828,HIV-1
JQ403053,9213,51327,9213_V4140_d165,B,GERMANY,2005,2005,790,9532,8800,HIV-1
JQ416162,9213,51327,9213_d165,B,GERMANY,2005,2005,790,9436,8703,HIV-1
JX140649,X1870_ARP1083,35975,DE01405BR001,14_BG,SPAIN,2005,2005,736,9601,8910,HIV-1
JX140650,X1608,35962,DEMA105TZ001,A1,SPAIN,2005,2005,632,9613,8941,HIV-1
JX140652,BP001094,51288,DEMB05FR001,B,FRANCE,2005,2005,644,9601,8982,HIV-1
JX140674,P0962_ARP1077,32944,DEMG05ES001,G,SPAIN,2005,2005,588,9600,9051,HIV-1
JX236668,190049,51708,p190049,D,UGANDA,2005,2005,1,9719,9674,HIV-1
JX446710,AA004,52273,AA004a_WG12,01_AE,THAILAND,2005,2005,582,9205,8665,HIV-1
JX446711,AA004,52273,AA004a_wg1,01_AE,THAILAND,2005,2005,617,9564,8991,HIV-1
JX446712,AA004,52273,AA004a_wg4a,01_AE,THAILAND,2005,2005,582,9605,9050,HIV-1
JX446713,AA004,52273,AA004a_wg2,01_AE,THAILAND,2005,2005,656,9550,8914,HIV-1
JX446714,AA004,52273,AA004a_wg3,01_AE,THAILAND,2005,2005,620,9561,8962,HIV-1
JX446715,AA004,52273,AA004a_wg4,01_AE,THAILAND,2005,2005,656,9548,8905,HIV-1
JX446716,AA004,52273,AA004a_wg5,01_AE,THAILAND,2005,2005,617,9560,8985,HIV-1
JX446717,AA004,52273,AA004a_wg6,01_AE,THAILAND,2005,2005,656,9548,8913,HIV-1
JX446718,AA004,52273,AA004a_wg7,01_AE,THAILAND,2005,2005,657,9575,8938,HIV-1
JX446719,AA004,52273,AA004a_wg8,01_AE,THAILAND,2005,2005,625,9550,8945,HIV-1
JX446965,AA023,52219,AA023a02L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446966,AA023,52219,AA023a04L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446967,AA023,52219,AA023a05L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446968,AA023,52219,AA023a06L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446969,AA023,52219,AA023a01L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446970,AA023,52219,AA023a10L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446971,AA023,52219,AA023a09L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446972,AA023,52219,AA023a08L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446973,AA023,52219,AA023a07L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX446974,AA023,52219,AA023a11L,01_AE,THAILAND,2005,2005,789,5853,5045,HIV-1
JX447033,AA029,52264,AA029b10L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447034,AA029,52264,AA029b09L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447035,AA029,52264,AA029b08L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447036,AA029,52264,AA029b01L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447037,AA029,52264,AA029b02L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447038,AA029,52264,AA029b03L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447039,AA029,52264,AA029b04L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447040,AA029,52264,AA029b05L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447041,AA029,52264,AA029b06L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447042,AA029,52264,AA029b07L,01_AE,THAILAND,2005,2005,789,5852,5056,HIV-1
JX447077,AA033,52262,AA033a_wg1,01_AE,THAILAND,2005,2005,616,9548,8992,HIV-1
JX447078,AA033,52262,AA033a_wg3a,01_AE,THAILAND,2005,2005,582,9605,9082,HIV-1
JX447079,AA033,52262,AA033a_wg4a,01_AE,THAILAND,2005,2005,582,9605,9079,HIV-1
JX447080,AA033,52262,AA033a_wg5a,01_AE,THAILAND,2005,2005,582,9605,9082,HIV-1
JX447081,AA033,52262,AA033a_wg6a,01_AE,THAILAND,2005,2005,582,9605,9094,HIV-1
JX447082,AA033,52262,AA033a_wg2,01_AE,THAILAND,2005,2005,641,9549,8969,HIV-1
JX447083,AA033,52262,AA033a_wg4,01_AE,THAILAND,2005,2005,610,9553,9002,HIV-1
JX447084,AA033,52262,AA033a_wg5,01_AE,THAILAND,2005,2005,582,9605,9082,HIV-1
JX447085,AA033,52262,AA033a_wg6,01_AE,THAILAND,2005,2005,669,9528,8898,HIV-1
JX447086,AA033,52262,AA033a_wg7,01_AE,THAILAND,2005,2005,657,9496,8900,HIV-1
JX447268,AA049,52313,AA049a_WG13,01_AE,THAILAND,2005,2005,668,9524,8857,HIV-1
JX447269,AA049,52313,AA049a_LH11,01_AE,THAILAND,2005,2005,661,5877,5204,HIV-1
JX447270,AA049,52313,AA049a_LH12,01_AE,THAILAND,2005,2005,646,5855,5197,HIV-1
JX447271,AA049,52313,AA049a_LH13,01_AE,THAILAND,2005,2005,660,5860,5194,HIV-1
JX447272,AA049,52313,AA049a_LH15,01_AE,THAILAND,2005,2005,659,5856,5185,HIV-1
JX447273,AA049,52313,AA049a_LH18,01_AE,THAILAND,2005,2005,690,5855,5155,HIV-1
JX447274,AA049,52313,AA049a_LH3,01_AE,THAILAND,2005,2005,669,5826,5151,HIV-1
JX447275,AA049,52313,AA049a_LH8,01_AE,THAILAND,2005,2005,653,5844,5177,HIV-1
JX447289,AA051,52305,AA051b05L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447290,AA051,52305,AA051b04L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447291,AA051,52305,AA051b03L,01_AE,THAILAND,2005,2005,789,5852,5055,HIV-1
JX447292,AA051,52305,AA051b01L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447293,AA051,52305,AA051b02L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447389,AA062,52250,AA062b08L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447390,AA062,52250,AA062b05L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447391,AA062,52250,AA062b04L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447392,AA062,52250,AA062b03L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447393,AA062,52250,AA062b02L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447394,AA062,52250,AA062b01L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447413,AA064,52268,AA064a_WG2,01_AE,THAILAND,2005,2005,661,9453,8783,HIV-1
JX447414,AA064,52268,AA064a_WG3,01_AE,THAILAND,2005,2005,660,9454,8733,HIV-1
JX447415,AA064,52268,AA064a_WG4,01_AE,THAILAND,2005,2005,682,9439,8750,HIV-1
JX447416,AA064,52268,AA064a_WG5,01_AE,THAILAND,2005,2005,679,9455,8770,HIV-1
JX447440,AA066,52241,AA066a07L,01_AE,THAILAND,2005,2005,789,5852,5053,HIV-1
JX447441,AA066,52241,AA066a01L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447442,AA066,52241,AA066a02L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447443,AA066,52241,AA066a04L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447444,AA066,52241,AA066a05L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447445,AA066,52241,AA066a06L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447446,AA066,52241,AA066a03L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447556,AA077,52279,AA077a_LH37,01_AE,THAILAND,2005,2005,584,5853,5291,HIV-1
JX447557,AA077,52279,AA077a_LH38,01_AE,THAILAND,2005,2005,582,5841,5268,HIV-1
JX447558,AA077,52279,AA077a_LH40,01_AE,THAILAND,2005,2005,582,5856,5296,HIV-1
JX447560,AA077,52279,AA077a_LH33,01_AE,THAILAND,2005,2005,650,5848,5198,HIV-1
JX447569,AA078,52232,AA078a11L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447570,AA078,52232,AA078a09L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447571,AA078,52232,AA078a08L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447572,AA078,52232,AA078a07L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447573,AA078,52232,AA078a10L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447574,AA078,52232,AA078a01L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447575,AA078,52232,AA078a02L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447576,AA078,52232,AA078a03L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447577,AA078,52232,AA078a05L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447578,AA078,52232,AA078a06L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447589,AA079,52227,AA079a_WG1,01_AE,THAILAND,2005,2005,696,9521,8839,HIV-1
JX447590,AA079,52227,AA079a_WG2,01_AE,THAILAND,2005,2005,636,9511,8911,HIV-1
JX447591,AA079,52227,AA079a_WG3,01_AE,THAILAND,2005,2005,648,9525,8889,HIV-1
JX447592,AA079,52227,AA079a_WG4,01_AE,THAILAND,2005,2005,636,9525,8926,HIV-1
JX447593,AA079,52227,AA079a_WG5,01_AE,THAILAND,2005,2005,646,9514,8880,HIV-1
JX447594,AA079,52227,AA079a_WG6,01_AE,THAILAND,2005,2005,637,9514,8913,HIV-1
JX447595,AA079,52227,AA079a_WG7,01_AE,THAILAND,2005,2005,644,9512,8880,HIV-1
JX447618,AA081,52320,AA081a15,01_AE,THAILAND,2005,2005,789,9496,8711,HIV-1
JX447619,AA081,52320,AA081a14,01_AE,THAILAND,2005,2005,789,9499,8717,HIV-1
JX447620,AA081,52320,AA081a13,01_AE,THAILAND,2005,2005,789,9499,8717,HIV-1
JX447621,AA081,52320,AA081a_01L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447622,AA081,52320,AA081a_02L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447623,AA081,52320,AA081a_03L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447624,AA081,52320,AA081a_05L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447625,AA081,52320,AA081a_06L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447626,AA081,52320,AA081a_07L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447627,AA081,52320,AA081a_11L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447628,AA081,52320,AA081a_12L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447800,AA094,52243,AA094b01L,01_AE,THAILAND,2005,2005,789,5852,5059,HIV-1
JX447801,AA094,52243,AA094a01L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447802,AA094,52243,AA094a02L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447803,AA094,52243,AA094a03L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447804,AA094,52243,AA094a04L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447805,AA094,52243,AA094a05L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447806,AA094,52243,AA094b06L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447807,AA094,52243,AA094b04L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447808,AA094,52243,AA094b07L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447809,AA094,52243,AA094b12L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447810,AA094,52243,AA094b11L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447811,AA094,52243,AA094b10L,01_AE,THAILAND,2005,2005,789,5852,5058,HIV-1
JX447812,AA094,52243,AA094b09L,01_AE,THAILAND,2005,2005,789,5852,5056,HIV-1
JX447813,AA094,52243,AA094b03L,01_AE,THAILAND,2005,2005,789,5852,5049,HIV-1
JX447827,AA095,52247,AA095a_WG16,01B,THAILAND,2005,2005,641,9530,8926,HIV-1
JX447828,AA095,52247,AA095a_WG17,01B,THAILAND,2005,2005,640,9506,8876,HIV-1
JX447829,AA095,52247,AA095a_WG19,01B,THAILAND,2005,2005,668,9521,8872,HIV-1
JX447830,AA095,52247,AA095a_WG21,01B,THAILAND,2005,2005,565,9634,9075,HIV-1
JX447831,AA095,52247,AA095a_WG22,01B,THAILAND,2005,2005,684,9632,8964,HIV-1
JX447832,AA095,52247,AA095a_WG23,01B,THAILAND,2005,2005,658,9532,8887,HIV-1
JX447843,AA097,52321,AA097a11L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447844,AA097,52321,AA097a08L,01_AE,THAILAND,2005,2005,789,5852,5051,HIV-1
JX447845,AA097,52321,AA097a07L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447846,AA097,52321,AA097a10L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447847,AA097,52321,AA097a09L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX447848,AA097,52321,AA097a01L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447849,AA097,52321,AA097a03L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447850,AA097,52321,AA097a04L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447851,AA097,52321,AA097a05L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447852,AA097,52321,AA097a06L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447915,AA101,52297,AA101a_LH1,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447916,AA101,52297,AA101a_LH15,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447917,AA101,52297,AA101a_LH2,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447918,AA101,52297,AA101a_LH3,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447919,AA101,52297,AA101a_LH4,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447920,AA101,52297,AA101a_LH5,01_AE,THAILAND,2005,2005,582,5813,5245,HIV-1
JX447930,AA101,52297,AA101a_LH16,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447931,AA101,52297,AA101a_LH17,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447932,AA101,52297,AA101a_LH18,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447933,AA101,52297,AA101a_LH19,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447934,AA101,52297,AA101a_LH20,01_AE,THAILAND,2005,2005,582,5852,5285,HIV-1
JX447935,AA101,52297,AA101a_LH21,01_AE,THAILAND,2005,2005,582,5852,5284,HIV-1
JX447936,AA101,52297,AA101a_WG1,01_AE,THAILAND,2005,2005,635,9525,8919,HIV-1
JX447947,AA103,52209,AA103a16L,01_AE,THAILAND,2005,2005,789,5852,5056,HIV-1
JX447948,AA103,52209,AA103a01L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447949,AA103,52209,AA103a04L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447950,AA103,52209,AA103a05L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447951,AA103,52209,AA103a08L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447952,AA103,52209,AA103a07L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447953,AA103,52209,AA103a12L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447954,AA103,52209,AA103a13L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447955,AA103,52209,AA103a15L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX447956,AA103,52209,AA103a10L,01_AE,THAILAND,2005,2005,789,5852,5056,HIV-1
JX448011,AA106,52218,AA106c02L,01B,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448012,AA106,52218,AA106c01L,01B,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448013,AA106,52218,AA106c05L,01B,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448014,AA106,52218,AA106c04L,01B,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448015,AA106,52218,AA106c06L,01B,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448019,AA107,52315,AA107a_wg1,01_AE,THAILAND,2005,2005,626,9496,8861,HIV-1
JX448020,AA107,52315,AA107a_wg10,01_AE,THAILAND,2005,2005,626,9497,8862,HIV-1
JX448021,AA107,52315,AA107a_wg3,01_AE,THAILAND,2005,2005,626,9496,8861,HIV-1
JX448022,AA107,52315,AA107a_wg4,01_AE,THAILAND,2005,2005,626,9525,8890,HIV-1
JX448023,AA107,52315,AA107a_wg5,01_AE,THAILAND,2005,2005,626,9525,8890,HIV-1
JX448024,AA107,52315,AA107a_wg6,01_AE,THAILAND,2005,2005,626,9525,8890,HIV-1
JX448026,AA107,52315,AA107a_wg8,01_AE,THAILAND,2005,2005,626,9496,8861,HIV-1
JX448027,AA107,52315,AA107a_wg9,01_AE,THAILAND,2005,2005,626,9496,8861,HIV-1
JX448153,AA118,52291,AA118a_08L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448154,AA118,52291,AA118a_02L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448155,AA118,52291,AA118a_04L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448156,AA118,52291,AA118a_05L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448157,AA118,52291,AA118a_07L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448158,AA118,52291,AA118a_09L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448159,AA118,52291,AA118a_10L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448160,AA118,52291,AA118a_11L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448161,AA118,52291,AA118a_12L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448162,AA118,52291,AA118a_13L,01_AE,THAILAND,2005,2005,789,5853,5057,HIV-1
JX448210,AA122,52237,AA122a03L,01_AE,THAILAND,2005,2005,789,5852,5060,HIV-1
JX448211,AA122,52237,AA122a09L,01_AE,THAILAND,2005,2005,789,5852,5060,HIV-1
JX448212,AA122,52237,AA122a05L,01_AE,THAILAND,2005,2005,789,5852,5060,HIV-1
JX448213,AA122,52237,AA122a04L,01_AE,THAILAND,2005,2005,789,5852,5060,HIV-1
JX448214,AA122,52237,AA122a07L,01_AE,THAILAND,2005,2005,789,5852,5060,HIV-1
JX448215,AA122,52237,AA122a06L,01_AE,THAILAND,2005,2005,789,5852,5060,HIV-1
JX448216,AA122,52237,AA122a01L,01_AE,THAILAND,2005,2005,789,5852,5046,HIV-1
JX448243,AA125,52252,AA125a10L,01_AE,THAILAND,2005,2005,789,5852,5055,HIV-1
JX448244,AA125,52252,AA125a09L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448245,AA125,52252,AA125a08L,01_AE,THAILAND,2005,2005,789,5852,5053,HIV-1
JX448246,AA125,52252,AA125a07L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448247,AA125,52252,AA125a06L,01_AE,THAILAND,2005,2005,789,5852,5045,HIV-1
JX448248,AA125,52252,AA125a05L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448249,AA125,52252,AA125a04L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448250,AA125,52252,AA125a03L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448251,AA125,52252,AA125a02L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448252,AA125,52252,AA125a01L,01_AE,THAILAND,2005,2005,789,5852,5054,HIV-1
JX448262,AA126,52226,AA126a10L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448263,AA126,52226,AA126a09L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448264,AA126,52226,AA126a03L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448265,AA126,52226,AA126a02L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448266,AA126,52226,AA126a01L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448267,AA126,52226,AA126a06L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448268,AA126,52226,AA126a08L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX448269,AA126,52226,AA126a04L,01_AE,THAILAND,2005,2005,789,5852,5057,HIV-1
JX863919,306159,60779,306159_FL,B,UNITED STATES,2005,2005,789,9412,8492,HIV-1
JX863920,306163,60809,306163_FL,01_AE,UNITED STATES,2005,2005,789,9412,8527,HIV-1
JX976632,CAP210,20446,C.CAP210.w02.0dps.1_00_F4,C,SOUTH AFRICA,2005,2005,540,9650,9151,HIV-1
JX976633,CAP210,20446,C.CAP210.w02.0dps.1_00_T11,C,SOUTH AFRICA,2005,2005,581,9636,9096,HIV-1
JX976634,CAP210,20446,C.CAP210.w02.0dps.1_00_T2B,C,SOUTH AFRICA,2005,2005,581,9482,8942,HIV-1
JX976635,CAP210,20446,C.CAP210.w02.0dps.1_00_T3,C,SOUTH AFRICA,2005,2005,581,9636,9095,HIV-1
JX976636,CAP210,20446,C.CAP210.w02.0dps.1_00_T36,C,SOUTH AFRICA,2005,2005,581,9636,9095,HIV-1
JX976637,CAP210,20446,C.CAP210.w02.0dps.1_00_T3C,C,SOUTH AFRICA,2005,2005,581,9636,9095,HIV-1
JX976638,CAP210,20446,C.CAP210.w02.0dps.1_00_T4,C,SOUTH AFRICA,2005,2005,581,9636,9095,HIV-1
JX976639,CAP210,20446,C.CAP210.w02.0dps.1_00_T43,C,SOUTH AFRICA,2005,2005,753,9636,8925,HIV-1
JX976640,CAP210,20446,C.CAP210.w02.0dps.1_00_T5,C,SOUTH AFRICA,2005,2005,581,9636,9095,HIV-1
JX976641,CAP210,20446,C.CAP210.w02.0dps.1_00_T6,C,SOUTH AFRICA,2005,2005,581,9636,9095,HIV-1
JX976642,CAP210,20446,C.CAP210.w05.21dps.2_00,C,SOUTH AFRICA,2005,2005,540,9650,9151,HIV-1
JX976645,CAP210,20446,C.CAP210.w12.70dps.2_05_5,C,SOUTH AFRICA,2005,2005,581,5096,4504,HIV-1
